% of total 'Counts' by 'Word',,
,cssa,0.02%
,downstream,0.02%
,cssfv,0.02%
,drop,0.02%
,cuba,0.02%
,dynamic,0.02%
,cubic,0.02%
,ecological,0.02%
,cucumber,0.02%
,educational,0.02%
,cultivar,0.02%
,efforts,0.02%
,cultivars,0.02%
,electrification,0.02%
,cultural,0.02%
,dirty,0.02%
,culture,0.02%
,disclosure,0.02%
,cumulative,0.02%
,diseases,0.02%
,curb,0.02%
,disregard,0.02%
,currently,0.02%
,distinguishes,0.02%
,curriculum,0.02%
,divergent,0.02%
,curtin,0.02%
,document,0.02%
,cuttings,0.02%
,dominance,0.02%
,cwr,0.02%
,dorian,0.02%
,cws,0.02%
,drainability,0.02%
,cycles,0.02%
,driver,0.02%
,cyclones,0.02%
,drylands,0.02%
,cylinder,0.02%
,duty,0.02%
,cyprinus,0.02%
,early,0.02%
,daily,0.02%
,eastern,0.02%
,dairy,0.02%
,econometric,0.02%
,dam,0.02%
,ecotoxicity,0.02%
,damage,0.02%
,effective,0.02%
,damages,0.02%
,efficiently,0.02%
,dan,0.02%
,eight,0.02%
,danger,0.02%
,elasticity,0.02%
,dap,0.02%
,electronics,0.02%
,database,0.02%
,directly,0.02%
,datasets,0.02%
,disappointing,0.02%
,date,0.02%
,discard,0.02%
,david,0.02%
,discolor,0.02%
,day,0.02%
,discussions,0.02%
,dayak,0.02%
,dispersive,0.02%
,days,0.02%
,disposizione,0.02%
,dbh,0.02%
,dissonant,0.02%
,dbl,0.02%
,distinct,0.02%
,dcri,0.02%
,distributions,0.02%
,dea,0.02%
,disturbance,0.02%
,deadliest,0.02%
,diversification,0.02%
,deal,0.02%
,dndc,0.02%
,dearth,0.02%
,documents,0.02%
,death,0.02%
,domestic,0.02%
,deaths,0.02%
,dominantly,0.02%
,debris,0.02%
,doomsday,0.02%
,decade,0.02%
,down,0.02%
,decades,0.02%
,dpbm,0.02%
,decar,0.02%
,dramatic,0.02%
,decarbonization,0.02%
,drier,0.02%
,decision,0.02%
,drives,0.02%
,decisions,0.02%
,droughts,0.02%
,decks,0.02%
,dsr,0.02%
,declaration,0.02%
,duration,0.02%
,declarations,0.02%
,dwellers,0.02%
,decline,0.02%
,dynamics,0.02%
,decomposability,0.02%
,earthquake,0.02%
,decomposable,0.02%
,easily,0.02%
,decomposition,0.02%
,eco,0.02%
,decreases,0.02%
,ecology,0.02%
,dedicated,0.02%
,economically,0.02%
,deep,0.02%
,ecosystem,0.02%
,deeper,0.02%
,eds,0.02%
,default,0.02%
,eesti,0.02%
,defense,0.02%
,effectiveness,0.02%
,deficiencies,0.02%
,efficiencies,0.02%
,deficit,0.02%
,effluents,0.02%
,deficits,0.02%
,eggs,0.02%
,definition,0.02%
,either,0.02%
,defra,0.02%
,elastic,0.02%
,defrays,0.02%
,electric,0.02%
,degradations,0.02%
,electron,0.02%
,degrades,0.02%
,direction,0.02%
,degree,0.02%
,directive,0.02%
,degrees,0.02%
,directors,0.02%
,delay,0.02%
,disadvantages,0.02%
,delivery,0.02%
,disaster,0.02%
,demands,0.02%
,disastrous,0.02%
,democratic,0.02%
,discernible,0.02%
,demonstration,0.02%
,disclosures,0.02%
,denialism,0.02%
,discount,0.02%
,denialist,0.02%
,discussion,0.02%
,denitrification,0.02%
,disease,0.02%
,dense,0.02%
,dispersal,0.02%
,densely,0.02%
,displacement,0.02%
,denser,0.02%
,disposal,0.02%
,densification,0.02%
,dispossession,0.02%
,densities,0.02%
,dissemination,0.02%
,density,0.02%
,distance,0.02%
,department,0.02%
,distant,0.02%
,dependable,0.02%
,distinctive,0.02%
,dependence,0.02%
,distribution,0.02%
,dependencies,0.02%
,distributors,0.02%
,dependency,0.02%
,districts,0.02%
,dependent,0.02%
,diurnal,0.02%
,deplete,0.02%
,diverse,0.02%
,depletion,0.02%
,diversity,0.02%
,deployment,0.02%
,dna,0.02%
,depok,0.02%
,doc,0.02%
,deposition,0.02%
,documentation,0.02%
,depositional,0.02%
,dollars,0.02%
,deposits,0.02%
,domes,0.02%
,depression,0.02%
,domestically,0.02%
,depth,0.02%
,dominant,0.02%
,derivation,0.02%
,dominates,0.02%
,derivative,0.02%
,donor,0.02%
,derivatives,0.02%
,door,0.02%
,desalination,0.02%
,doses,0.02%
,description,0.02%
,downhole,0.02%
,descriptive,0.02%
,dozen,0.02%
,designs,0.02%
,dpsir,0.02%
,desirable,0.02%
,drainage,0.02%
,desk,0.02%
,drastic,0.02%
,despite,0.02%
,dream,0.02%
,destination,0.02%
,driscoll,0.02%
,destruction,0.02%
,drivers,0.02%
,detail,0.02%
,drone,0.02%
,detection,0.02%
,drought,0.02%
,deter,0.02%
,dry,0.02%
,deterioration,0.02%
,dryness,0.02%
,determinants,0.02%
,dual,0.02%
,determination,0.02%
,dunlap,0.02%
,detrimental,0.02%
,dust,0.02%
,devalue,0.02%
,dvi,0.02%
,devastating,0.02%
,dwellings,0.02%
,devastation,0.02%
,dynamically,0.02%
,developers,0.02%
,earlier,0.02%
,developments,0.02%
,earth,0.02%
,deviation,0.02%
,ease,0.02%
,deviations,0.02%
,easiest,0.02%
,device,0.02%
,east,0.02%
,devices,0.02%
,easy,0.02%
,dewi,0.02%
,ecoinvent,0.02%
,diagnosis,0.02%
,ecologically,0.02%
,dicot,0.02%
,econjournals,0.02%
,diesel,0.02%
,economical,0.02%
,diet,0.02%
,economics,0.02%
,dietary,0.02%
,economist,0.02%
,diets,0.02%
,ecosystems,0.02%
,difference,0.02%
,edge,0.02%
,differences,0.02%
,education,0.02%
,difficult,0.02%
,edx,0.02%
,difficulties,0.02%
,efb,0.02%
,difficulty,0.02%
,effectively,0.02%
,diffraction,0.02%
,effects,0.02%
,digester,0.02%
,efficacy,0.02%
,digesters,0.02%
,efficient,0.02%
,digestion,0.02%
,effluent,0.02%
,digital,0.02%
,effort,0.02%
,digitization,0.02%
,egg,0.02%
,dilemma,0.02%
,ehrlich,0.02%
,dimension,0.02%
,eighth,0.02%
,dimensional,0.02%
,eiu,0.02%
,dimensions,0.02%
,elaeis,0.02%
,dinosaurs,0.02%
,elasticities,0.02%
,dioscorea,0.02%
,elections,0.02%
,diospyros,0.02%
,electrical,0.02%
,dioxides,0.02%
,electrolysis,0.02%
,diplomatic,0.02%
,electronic,0.02%
,dipole,0.02%
,crossflow,0.02%
,dire,0.02%
,constraints,0.02%
,comprises,0.02%
,costly,0.02%
,carrier,0.02%
,conflict,0.02%
,cars,0.02%
,convenient,0.02%
,cases,0.02%
,completely,0.02%
,cash,0.02%
,conclusion,0.02%
,cassava,0.02%
,consequential,0.02%
,cast,0.02%
,continental,0.02%
,cat,0.02%
,corn,0.02%
,catalyst,0.02%
,credit,0.02%
,catamaran,0.02%
,composition,0.02%
,catastrophe,0.02%
,concept,0.02%
,catastrophic,0.02%
,conditions,0.02%
,catchment,0.02%
,consciousness,0.02%
,categories,0.02%
,consistently,0.02%
,categorise,0.02%
,containerization,0.02%
,categorizes,0.02%
,contrast,0.02%
,category,0.02%
,cooperation,0.02%
,caterpillar,0.02%
,corresponds,0.02%
,cattle,0.02%
,cows,0.02%
,causal,0.02%
,criticism,0.02%
,causality,0.02%
,compliance,0.02%
,ccr,0.02%
,compounds,0.02%
,ccs,0.02%
,conceivable,0.02%
,ccu,0.02%
,concern,0.02%
,cdp,0.02%
,concurrently,0.02%
,cell,0.02%
,conference,0.02%
,cells,0.02%
,congress,0.02%
,celsius,0.02%
,consent,0.02%
,cement,0.02%
,consideration,0.02%
,cementitious,0.02%
,constantly,0.02%
,cements,0.02%
,consumers,0.02%
,cent,0.02%
,context,0.02%
,center,0.02%
,continuously,0.02%
,centers,0.02%
,control,0.02%
,central,0.02%
,conversely,0.02%
,centre,0.02%
,copper,0.02%
,centrifuge,0.02%
,correction,0.02%
,century,0.02%
,corruption,0.02%
,cepu,0.02%
,course,0.02%
,certain,0.02%
,cpp,0.02%
,certainly,0.02%
,crisis,0.02%
,certainty,0.02%
,crops,0.02%
,certificate,0.02%
,complexes,0.02%
,certification,0.02%
,components,0.02%
,cesm,0.02%
,compost,0.02%
,cessation,0.02%
,comprehensively,0.02%
,cfp,0.02%
,computable,0.02%
,cfs,0.02%
,concentrates,0.02%
,cge,0.02%
,concepts,0.02%
,chain,0.02%
,concession,0.02%
,chains,0.02%
,concrete,0.02%
,challenge,0.02%
,condenser,0.02%
,chamber,0.02%
,conduit,0.02%
,chambers,0.02%
,configuration,0.02%
,champion,0.02%
,congestion,0.02%
,chan,0.02%
,connections,0.02%
,channel,0.02%
,consecutively,0.02%
,channels,0.02%
,consequences,0.02%
,characteristic,0.02%
,considerable,0.02%
,characterization,0.02%
,consistency,0.02%
,charcoal,0.02%
,consortium,0.02%
,charnes,0.02%
,constituents,0.02%
,chartacea,0.02%
,constructions,0.02%
,cheap,0.02%
,contact,0.02%
,cheaper,0.02%
,contamination,0.02%
,checklist,0.02%
,contextualising,0.02%
,chemical,0.02%
,continuity,0.02%
,chemicals,0.02%
,contracts,0.02%
,chemistry,0.02%
,contributor,0.02%
,chicken,0.02%
,controversial,0.02%
,china,0.02%
,conventional,0.02%
,chlorophyll,0.02%
,cookstoves,0.02%
,chm,0.02%
,copenhagen,0.02%
,choice,0.02%
,cordex,0.02%
,choices,0.02%
,corporate,0.02%
,chromatography,0.02%
,correlative,0.02%
,chronic,0.02%
,corrosion,0.02%
,chronological,0.02%
,costa,0.02%
,cibinong,0.02%
,council,0.02%
,ciherang,0.02%
,coverage,0.02%
,cilacap,0.02%
,cplex,0.02%
,circuit,0.02%
,crd,0.02%
,circular,0.02%
,crenarchaeota,0.02%
,circulation,0.02%
,criteria,0.02%
,circumstance,0.02%
,croatia,0.02%
,circumstances,0.02%
,complete,0.02%
,cities,0.02%
,complex,0.02%
,citizen,0.02%
,complexity,0.02%
,civil,0.02%
,component,0.02%
,civilization,0.02%
,composite,0.02%
,clarifies,0.02%
,compositions,0.02%
,clarity,0.02%
,compound,0.02%
,class,0.02%
,comprehensive,0.02%
,classes,0.02%
,compressors,0.02%
,classification,0.02%
,compulsory,0.02%
,clauses,0.02%
,con,0.02%
,clay,0.02%
,conceivably,0.02%
,clear,0.02%
,concentrations,0.02%
,clearly,0.02%
,conceptions,0.02%
,climates,0.02%
,conceptual,0.02%
,climatic,0.02%
,concerns,0.02%
,climatological,0.02%
,concessions,0.02%
,climatology,0.02%
,conclusions,0.02%
,clis,0.02%
,concretization,0.02%
,closely,0.02%
,condensate,0.02%
,closer,0.02%
,conditional,0.02%
,clouds,0.02%
,conductance,0.02%
,clt,0.02%
,conduits,0.02%
,clusters,0.02%
,confidence,0.02%
,cml,0.02%
,configurations,0.02%
,coals,0.02%
,conflicts,0.02%
,coarse,0.02%
,congo,0.02%
,coastal,0.02%
,connection,0.02%
,coastline,0.02%
,cons,0.02%
,coasts,0.02%
,consecutive,0.02%
,cobalt,0.02%
,consensus,0.02%
,cocoa,0.02%
,consequence,0.02%
,cocos,0.02%
,consequent,0.02%
,code,0.02%
,consequently,0.02%
,coefficients,0.02%
,considerably,0.02%
,coffea,0.02%
,considerations,0.02%
,coffee,0.02%
,consistent,0.02%
,coincide,0.02%
,consolidation,0.02%
,cointegration,0.02%
,constant,0.02%
,cold,0.02%
,constituent,0.02%
,collaboration,0.02%
,constitution,0.02%
,collapse,0.02%
,construction,0.02%
,collection,0.02%
,consumer,0.02%
,collective,0.02%
,consumptions,0.02%
,collectively,0.02%
,container,0.02%
,colombia,0.02%
,containers,0.02%
,colonies,0.02%
,contents,0.02%
,column,0.02%
,contexts,0.02%
,columns,0.02%
,continent,0.02%
,combat,0.02%
,continuation,0.02%
,combination,0.02%
,continuous,0.02%
,combinations,0.02%
,contraction,0.02%
,combustion,0.02%
,contrary,0.02%
,comfort,0.02%
,contributions,0.02%
,comfortable,0.02%
,contributors,0.02%
,commercial,0.02%
,controllable,0.02%
,commercialization,0.02%
,controversy,0.02%
,commercially,0.02%
,convention,0.02%
,commission,0.02%
,conventionally,0.02%
,commissioners,0.02%
,converts,0.02%
,commitment,0.02%
,cooper,0.02%
,commitments,0.02%
,coordination,0.02%
,committee,0.02%
,copia,0.02%
,committees,0.02%
,copyright,0.02%
,commodities,0.02%
,core,0.02%
,commodity,0.02%
,corpora,0.02%
,common,0.02%
,corporations,0.02%
,commonly,0.02%
,correlation,0.02%
,commonwealth,0.02%
,correspondingly,0.02%
,communication,0.02%
,corridors,0.02%
,communications,0.02%
,corrosive,0.02%
,communities,0.02%
,cosmetics,0.02%
,commute,0.02%
,costliest,0.02%
,commuters,0.02%
,costs,0.02%
,compaction,0.02%
,counterproductive,0.02%
,company,0.02%
,covariance,0.02%
,comparable,0.02%
,cow,0.02%
,comparative,0.02%
,cpf,0.02%
,comparatively,0.02%
,cpo,0.02%
,comparison,0.02%
,cradle,0.02%
,compartment,0.02%
,creation,0.02%
,compendium,0.02%
,creditable,0.02%
,compensations,0.02%
,crepe,0.02%
,competition,0.02%
,crista,0.02%
,competitive,0.02%
,critically,0.02%
,competitors,0.02%
,criticsm,0.02%
,compiles,0.02%
,crop,0.02%
,complement,0.02%
,carp,0.02%
,complementary,0.02%
,bintangur,0.02%
,auto,0.02%
,camera,0.02%
,february,0.02%
,baseline,0.02%
,march,0.02%
,bottom,0.02%
,april,0.02%
,assumption,0.02%
,june,0.02%
,bali,0.02%
,july,0.02%
,beliefs,0.02%
,august,0.02%
,bioreactor,0.02%
,september,0.02%
,bureau,0.02%
,october,0.02%
,capital,0.02%
,december,0.02%
,attractive,0.02%
,sun,0.02%
,awd,0.02%
,abatement,0.02%
,bank,0.02%
,ability,0.02%
,before,0.02%
,abiotic,0.02%
,bev,0.02%
,able,0.02%
,biofuel,0.02%
,above,0.02%
,boat,0.02%
,aboveground,0.02%
,brunei,0.02%
,abr,0.02%
,calculations,0.02%
,abroad,0.02%
,canola,0.02%
,absence,0.02%
,carefully,0.02%
,absorption,0.02%
,attempt,0.02%
,abundance,0.02%
,audit,0.02%
,abundant,0.02%
,availability,0.02%
,acacia,0.02%
,bacterial,0.02%
,academic,0.02%
,banda,0.02%
,academics,0.02%
,barriers,0.02%
,academy,0.02%
,basis,0.02%
,acceleration,0.02%
,behaviour,0.02%
,acceptance,0.02%
,besides,0.02%
,access,0.02%
,bilateral,0.02%
,accordance,0.02%
,bioeconomy,0.02%
,account,0.02%
,biology,0.02%
,accounts,0.02%
,blue,0.02%
,accumulation,0.02%
,bond,0.02%
,accuracy,0.02%
,bpeo,0.02%
,accurate,0.02%
,buildings,0.02%
,accurately,0.02%
,businesses,0.02%
,aceh,0.02%
,calories,0.02%
,acid,0.02%
,canadian,0.02%
,acidification,0.02%
,capability,0.02%
,acm,0.02%
,carbohydrate,0.02%
,acrs,0.02%
,carlo,0.02%
,action,0.02%
,atmospheric,0.02%
,actions,0.02%
,attention,0.02%
,active,0.02%
,attributes,0.02%
,actively,0.02%
,author,0.02%
,activists,0.02%
,automotive,0.02%
,activity,0.02%
,avoidance,0.02%
,actor,0.02%
,background,0.02%
,actors,0.02%
,balance,0.02%
,actual,0.02%
,ban,0.02%
,adaptation,0.02%
,bands,0.02%
,addition,0.02%
,banks,0.02%
,additional,0.02%
,base,0.02%
,additionally,0.02%
,basic,0.02%
,address,0.02%
,battery,0.02%
,adequate,0.02%
,behavioral,0.02%
,adhesive,0.02%
,being,0.02%
,adin,0.02%
,beneficial,0.02%
,adjacent,0.02%
,better,0.02%
,adjustment,0.02%
,big,0.02%
,administrative,0.02%
,billion,0.02%
,adoption,0.02%
,biodiversitas,0.02%
,advantage,0.02%
,bioenergy,0.02%
,advantages,0.02%
,biogenic,0.02%
,adverse,0.02%
,biominigen,0.02%
,aeration,0.02%
,bituminous,0.02%
,aerenchyma,0.02%
,bmkg,0.02%
,aerial,0.02%
,body,0.02%
,aerosols,0.02%
,borneo,0.02%
,africa,0.02%
,boundary,0.02%
,african,0.02%
,brebes,0.02%
,after,0.02%
,budget,0.02%
,against,0.02%
,bunch,0.02%
,agb,0.02%
,bus,0.02%
,agc,0.02%
,calcium,0.02%
,age,0.02%
,callophylum,0.02%
,agencies,0.02%
,calorimeter,0.02%
,agency,0.02%
,campus,0.02%
,agenda,0.02%
,canals,0.02%
,agents,0.02%
,cao,0.02%
,aggregates,0.02%
,capacities,0.02%
,agreement,0.02%
,capture,0.02%
,agreements,0.02%
,carbonation,0.02%
,agroecosystems,0.02%
,cargo,0.02%
,agroforestry,0.02%
,associations,0.02%
,agroindustry,0.02%
,atlantic,0.02%
,ahp,0.02%
,attacks,0.02%
,aic,0.02%
,attempts,0.02%
,aid,0.02%
,attitude,0.02%
,aidic,0.02%
,attributable,0.02%
,alanine,0.02%
,attributional,0.02%
,alaska,0.02%
,australia,0.02%
,alba,0.02%
,authority,0.02%
,alfisols,0.02%
,automatic,0.02%
,algae,0.02%
,autoregressive,0.02%
,algorithm,0.02%
,available,0.02%
,alignment,0.02%
,away,0.02%
,allocation,0.02%
,back,0.02%
,allometric,0.02%
,bacteria,0.02%
,almost,0.02%
,bagasse,0.02%
,alone,0.02%
,balances,0.02%
,along,0.02%
,bamboo,0.02%
,alongside,0.02%
,band,0.02%
,alos,0.02%
,bandar,0.02%
,already,0.02%
,bandung,0.02%
,alternative,0.02%
,banking,0.02%
,alternatives,0.02%
,bantargebang,0.02%
,although,0.02%
,baru,0.02%
,alu,0.02%
,basel,0.02%
,alumina,0.02%
,bases,0.02%
,aluminium,0.02%
,basin,0.02%
,always,0.02%
,batteries,0.02%
,ambition,0.02%
,bay,0.02%
,ambitious,0.02%
,behavior,0.02%
,ameliorant,0.02%
,behaviors,0.02%
,amelioration,0.02%
,behind,0.02%
,amendment,0.02%
,belgium,0.02%
,amendments,0.02%
,below,0.02%
,america,0.02%
,benefits,0.02%
,american,0.02%
,best,0.02%
,amongst,0.02%
,betung,0.02%
,anaerobic,0.02%
,beyond,0.02%
,analyse,0.02%
,biggest,0.02%
,analyses,0.02%
,bill,0.02%
,analytical,0.02%
,bills,0.02%
,ancient,0.02%
,biochar,0.02%
,andisols,0.02%
,biodiversity,0.02%
,anghg,0.02%
,bioelectricity,0.02%
,animal,0.02%
,biofertilizer,0.02%
,animals,0.02%
,biofuels,0.02%
,ann,0.02%
,biological,0.02%
,annually,0.02%
,biomethane,0.02%
,another,0.02%
,biophysical,0.02%
,answer,0.02%
,biotic,0.02%
,antagonistic,0.02%
,blocks,0.02%
,antarctic,0.02%
,bmi,0.02%
,antarctica,0.02%
,board,0.02%
,anthropogenic,0.02%
,boats,0.02%
,any,0.02%
,boiler,0.02%
,aopd,0.02%
,borehole,0.02%
,apac,0.02%
,borobudur,0.02%
,aperture,0.02%
,boundaries,0.02%
,appearance,0.02%
,boyolali,0.02%
,applications,0.02%
,brazil,0.02%
,approaches,0.02%
,broad,0.02%
,appropriate,0.02%
,bsr,0.02%
,appropriately,0.02%
,budgets,0.02%
,approximately,0.02%
,bulk,0.02%
,aqi,0.02%
,bunches,0.02%
,aquaculture,0.02%
,buri,0.02%
,arabia,0.02%
,business,0.02%
,arabica,0.02%
,calcination,0.02%
,archaeal,0.02%
,calculation,0.02%
,archipelagic,0.02%
,california,0.02%
,archipelago,0.02%
,calls,0.02%
,architecture,0.02%
,calorific,0.02%
,arctic,0.02%
,cambodia,0.02%
,ardl,0.02%
,campaign,0.02%
,arduous,0.02%
,canada,0.02%
,argentina,0.02%
,canal,0.02%
,article,0.02%
,cane,0.02%
,articles,0.02%
,canopy,0.02%
,artificial,0.02%
,capabilities,0.02%
,asean,0.02%
,capable,0.02%
,ash,0.02%
,capita,0.02%
,asia,0.02%
,capitals,0.02%
,asian,0.02%
,car,0.02%
,aspect,0.02%
,carbonate,0.02%
,aspects,0.02%
,carbonator,0.02%
,assembly,0.02%
,carem,0.02%
,assessments,0.02%
,caribbean,0.02%
,assistance,0.02%
,january,0.02%
,association,0.02%
,Grand Total,100.00%
